,Scripcode,Start Date,End Date,Entry Buffer,Exit Buffer,MSL,BEP
,BPCL EQ,2014-01-01,2024-12-31,1.0,1.0,5.0,no
,,,,,,,,,,,
,,,,,,,,,,,
,System,Entry Date,Exit Date,Trade,Entry,Exit,P&L,Cumm PL,Comments,HH/LL,% ITM
133,,2018-10-04,2018-05-29,Sell,351.55,409.4,-57.85,,SAR,238.55,32.14
134,,2018-05-29,2018-06-27,Buy,409.4,401.0,-8.4,,SAR,429.15,4.82
135,,2018-10-16,2018-10-17,Buy,303.71,288.78,-14.93,,SAR,304.45,0.24
136,,2018-06-27,2018-07-12,Sell,401.0,385.21,15.79,,SAR,361.85,9.76
137,,2018-07-12,2018-08-13,Buy,385.21,303.0,-82.21,,MSL,407.5,5.79
138,,2018-08-13,2018-10-17,Sell,379.32,288.78,90.54,,Short,283.2,25.34
139,,2018-10-17,2018-09-21,Sell,288.78,372.94,-84.16,,SAR,260.5,9.79
140,,2018-09-21,2018-10-04,Buy,372.94,354.3,-18.64,,MSL,383.8,2.91
141,,2018-11-02,2018-11-06,Buy,295.0,287.1,-7.9,,SAR,302.45,2.53
142,,2018-10-04,2018-11-06,Sell,351.55,287.1,64.45,,Short,238.55,32.14
143,,2018-11-06,2018-10-16,Sell,287.1,303.71,-16.61,,SAR,238.55,16.91
144,,2018-10-16,2018-10-17,Buy,303.71,288.52,-15.19,,MSL,304.6,0.29
145,,2018-11-13,2019-01-02,Buy,304.16,351.35,47.19,,SAR,376.5,23.78
146,,2018-10-22,2018-11-02,Sell,274.73,295.0,-20.27,,SAR,260.5,5.18
147,,2018-11-02,2019-01-02,Buy,295.0,366.0,71.0,,MSL,376.5,27.63
148,,2019-01-02,2019-03-05,Sell,351.35,351.03,0.32,,SAR,312.05,11.19
149,,2019-03-05,2019-04-03,Buy,351.03,371.3,20.27,,SAR,409.9,16.77
150,,2019-03-05,2019-04-03,Buy,351.03,371.3,20.27,,SAR,409.9,16.77
151,,2019-04-03,2019-04-26,Sell,371.3,368.65,2.65,,SAR,333.45,10.19
152,,2019-04-26,2019-05-10,Buy,368.65,362.88,-5.77,,SAR,392.0,6.33
153,,2019-05-10,2019-04-26,Sell,362.88,368.65,-5.77,,SAR,348.0,4.1
154,,2019-04-26,2019-05-10,Buy,368.65,362.88,-5.77,,SAR,396.65,7.6
155,,2019-05-20,2019-05-21,Buy,395.92,376.12,-19.8,,MSL,397.35,0.36
156,,2019-05-10,2019-05-23,Sell,362.88,401.32,-38.44,,SAR,348.0,4.1
157,,2019-05-23,2019-06-11,Buy,401.32,390.0,-11.32,,MSL,421.7,5.08
158,,2019-06-11,2019-06-25,Sell,382.44,391.22,-8.78,,SAR,368.3,3.7
159,,2019-06-25,2019-07-05,Buy,391.22,371.66,-19.56,,MSL,398.0,1.73
160,,2019-05-21,2019-05-23,Sell,379.67,401.98,-22.31,,SAR,376.0,0.97
161,,2019-05-23,2019-06-11,Buy,401.98,380.25,-21.73,,MSL,421.7,4.91
162,,2019-07-05,2019-06-11,Sell,369.37,382.44,-13.07,,Short,328.2,11.15
163,,2019-06-11,2019-08-13,Sell,382.44,354.41,28.03,,SAR,328.2,14.18
164,,2019-08-13,2019-08-13,Buy,354.41,346.0,-8.41,,SAR,394.6,11.34
165,,2019-06-25,2019-07-05,Buy,391.22,371.66,-19.56,,MSL,398.0,1.73
166,,2019-08-21,2019-08-28,Sell,335.71,352.49,-16.78,,MSL,308.35,8.15
167,,2019-07-26,2019-09-05,Sell,336.01,370.06,-34.05,,SAR,328.2,2.32
168,,2019-09-05,2019-09-17,Buy,370.06,370.9,0.84,,SAR,412.0,11.33
169,,2019-08-13,2019-08-13,Buy,354.41,346.0,-8.41,,SAR,0.0,100.0
170,,2019-09-17,2019-09-20,Sell,370.9,416.12,-45.22,,SAR,367.65,0.88
171,,2019-09-20,2019-11-08,Buy,416.12,346.0,-70.12,,MSL,545.0,30.97
172,,2019-11-08,2019-11-20,Sell,505.2,533.28,-28.08,,SAR,308.35,38.96
173,,2019-11-20,2019-11-22,Buy,533.28,506.62,-26.66,,MSL,549.0,2.95
174,,2019-09-03,2019-09-17,Buy,360.97,370.9,9.93,,SAR,412.0,14.14
175,,2019-12-11,2019-09-17,Sell,478.67,370.9,107.77,,Short,367.65,23.19
176,,2019-09-17,2019-09-20,Sell,370.9,389.45,-18.55,,MSL,369.05,0.5
177,,2020-01-06,2019-10-01,Sell,466.93,486.87,-19.94,,SAR,448.55,3.94
178,,2019-10-01,2019-11-08,Buy,486.87,505.2,18.33,,SAR,545.0,11.94
179,,2020-01-28,2020-01-31,Buy,477.93,460.5,-17.43,,SAR,486.9,1.88
180,,2019-11-08,2020-01-31,Sell,505.2,470.0,35.2,,MSL,499.0,1.23
181,,2019-11-20,2019-11-22,Buy,533.28,506.62,-26.66,,MSL,549.0,2.95
182,,2020-01-31,2019-11-26,Sell,460.5,498.27,-37.77,,Short,437.3,5.04
183,,2019-11-26,0,Sell,498.27,483.52,14.75,,MSL,448.55,9.98
184,,2020-01-28,2020-02-01,Buy,477.93,454.04,-23.89,,MSL,486.9,1.88
185,,2020-02-26,2020-02-01,Sell,450.35,447.08,3.27,,Short,252.0,44.04
186,,2020-02-01,2020-03-31,Sell,447.08,307.04,140.04,,SAR,252.0,43.63
